sequence,score
@jacobahernz scientists who study climate change. Not scientists in general like you had said,0.02200743928551674
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
@GlblCtzn The White House under Trump don't care about climate change...,0.0006209934363141656
@INTLROLEPLAY She likes to talk about global warming @baebchuu,0.9836398959159851
JJN report reveals devastating impact of climate change on livelihoods ,0.04383566975593567
"If a climate change report falls in the White House, does anyone hear it? ",0.0007876454037614167
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
@ScottAdamsSays Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9957063794136047
"Is Donald trump seriously going to ignore climate change? Like, Sir? Stats say 4 million Memphis citizens will die if there's an earthquake.",0.0047552092000842094
"Record-breaking climate change pushes world into ‘uncharted territory’



#climatechange #environment #oceans",0.997357189655304
"#ClimateChange: @WMO - Record-breaking climate change pushes world into ‘uncharted territory’

",0.9927613735198975
Pakistan determined to deal with impacts of climate change: PM Nawaz ,0.9344973564147949
@CNN there's a link between climate change and BS ��,0.9839644432067871
Someone tell @realDonaldTrump to get busy. Record-breaking climate change pushes world into ‘uncharted territory’ ,0.8286712765693665
Record-breaking climate change pushes world into ‘uncharted territory’'  #climatechange #temperatures #scientists,0.9971621632575989
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
@MI_Country_Hick No surprise there. Compare to alternative of massive social disruption due to climate change. Already visible in Syria.,0.0033263147342950106
Why global warming could lead to a rise of 100000 diabetes cases a year in the US ,0.009919077157974243
Trump’s propose budget plan calls for a $100 million cut in funding for climate change programmes ,0.07347262650728226
#Teens sue United States over #climate change; ask for Secretary of State’s #Exxon…  ,0.006478723604232073
"Record-breaking climate change pushes world into ‘uncharted territory’

",0.9967967867851257
Is there a link between climate change and diabetes? Researchers are trying to find out  ,0.004040675237774849
Meet 9 badass women fighting climate change in cities ,0.9872804284095764
Record-breaking climate change pushes world into ‘uncharted territory’. 15mm sea level rise in 15 months. ,0.995027482509613
The bell continues to toll: Record-breaking climate change pushes world into ‘uncharted territory’ #climate… ,0.9862465858459473
"We are now in truly uncharted territory' hört man net gern, wenn's um's Klima geht: Record-breaking climate change ",0.9964874982833862
Republican green groups seek to temper Trump on climate change ,0.30633610486984253
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
"2016's 'exceptional' weather proves that climate change is REAL, say scientists  #globalwarming",0.9996908903121948
"Electromegnatic energy inthe AIR,(puja diya ko boojate hi,weather climate change AIR technologySE)hipnotize yourmind ",0.9698686003684998
"2016's 'exceptional' weather proves that climate change is real, say scientists ",0.9997770190238953
Is there a link between climate change and diabetes?  ,0.005883726291358471
Is there a link between climate change and diabetes? ,0.005883726291358471
Record-breaking climate change pushes world into 'uncharted territory' - The Guardian ,0.9942270517349243
Heat and health: Doctors taking the pulse of the planet on climate change /via @globeandmail ,0.9928890466690063
PM Nawaz orders disbursement of Rs 553m across Pakistan to fight climate change  ,0.018238577991724014
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
"♥The Taiwan government should apologize to the whole world, making air pollution caused the global warming.

",0.012937840074300766
"US budget broadside on climate change
By Kieran Cooke
 #climatechange ",0.10636857897043228
US budget broadside on climate change ,0.4552788734436035
Record-breaking climate change pushes world into ‘uncharted territory’ @dpcarrington reports ,0.9956263303756714
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
The climate change battle dividing Trump’s America | Science | The Guardian ,0.950871467590332
be hate inchworm thymes global warming maroon mcchicken is marina,0.9675440788269043
@WMO 'extreme and unusual weather' trends FAKE NEWS. Just ask @EPA &amp; @EPAScottPruitt. SO-CALLED global warming BAD for profits &amp; #MAGA ����.,0.00035109298187308013
"Teens suing U.S. over climate change ask for Exxon's 'Wayne Tracker' emails

",0.0110368262976408
Not ‘fake news’: Scientists report climate change findings honestly ,0.9979743361473083
@dukemeiser @animu_jeans this is what you tools sound like when you say global warming aka climate change isn't real.,0.001169418916106224
Teens suing U.S. over climate change ask for Exxon's 'Wayne Tracker' emails  via @Reuters,0.008670926094055176
@GaryLineker BBC seems very proBrexit to me......these 70 MPs are like climate change deniers complaining about not getting airtime,0.042016491293907166
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
@FriendsOScience @00Kevin7 @manny_ottawa @EcoSenseNow @YouTube i was obviously misled by nasa's ice core global warming scare.,0.0030981278978288174
"@themadvalkyrie you're right, global warming is already an issue. We can't pollute the air more.",0.9881933331489563
I was going to say climate change then I was like wait what month is it and if that doesn't tell you everything abo… ,0.0006517531001009047
"Interesting results from a survey of the American population's perception of climate change...
",0.9994072914123535
Business leaders urge G20 to put climate change back on agenda ,0.17806172370910645
Andrew speaks on the need for urgent action on climate change - Andrew Wilkie MP ,0.997627317905426
"Whether government leaders acknowledge climate change, scientists, researchers and doctors have connected the dots… ",0.17935164272785187
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
"Climate change is happening now – here’s eight things we can do to adapt to it



Adapting to climate change.",0.9936009049415588
Ironic that Great Barrier Reef only exists due to the last global warming event that raised sea-levels over the cli… ,0.010859685018658638
Record-breaking climate change pushes world into ‘uncharted territory’ ,0.9967967867851257
“European Environmental Agency - climate change will hit genetic biodiversity in all European regions... ,0.9935799837112427
On front line of climate change as Maldives fights rising seas. ,0.9836815595626831
#RhodeIsland #IdiotDemocratic senator uses Okla. tornado for anti-GOP rant over global warming  via @dailycaller,0.0027216505259275436
@realDonaldTrump @NASA What about the work they do in climate change research? You are a 'Very bad hypocrite hombre!',0.0002264192735310644
@matthaig1 @realDonaldTrump climate change doesn't exist.,0.0004326154012233019
Stephen Hawking: 'I may not be welcome' in Trump's America @CNN  No climate change action equals not feeling welcome?,0.001702853012830019
